8 9 1 1 10000 340.031650 93.284164 657.000000
8 9 1 1 100000 343.688415 91.787501 671.000000
8 9 1 1 1000 343.859000 91.979656 510.000000
8 23 8 1 10000 352.934000 97.678795 4530.000000
8 23 8 1 100000 352.763050 93.466713 4727.000000
8 23 8 1 1000 339.425000 93.843910 692.000000
7 56 14 1 10000 346.009000 95.456009 725.000000
7 56 14 1 100000 345.939525 95.969838 4982.000000
7 56 14 1 1000 345.869000 95.490004 531.000000
8 9 1 1 10000 343.979000 98.558443 5411.000000
8 9 1 1 100000 342.619195 94.990207 637.000000
8 9 1 1 1000 351.995500 94.099296 657.000000
8 23 8 1 10000 348.324600 99.636862 5430.000000
8 23 8 1 100000 336.269255 93.519174 4215.000000
8 23 8 1 1000 339.638500 93.689758 547.000000
7 56 14 1 10000 346.114450 95.568675 854.000000
7 56 14 1 100000 346.079880 95.591950 5984.000000
7 56 14 1 1000 347.107500 95.288152 599.000000
8 9 1 1 10000 343.803900 91.844669 585.000000
8 9 1 1 100000 303.900125 98.112066 5424.000000
8 9 1 1 1000 313.068500 99.654312 610.000000
8 23 8 1 10000 352.711900 93.002156 703.000000
8 23 8 1 100000 370.315345 90.452188 5689.000000
8 23 8 1 1000 351.683500 94.019000 644.000000
7 56 14 1 10000 346.230350 94.730808 596.000000
7 56 14 1 100000 345.917205 95.403039 599.000000
7 56 14 1 1000 346.748500 95.950645 842.000000
8 9 1 1 10000 340.347400 101.156844 5865.000000
8 9 1 1 100000 351.552440 93.816704 5562.000000
8 9 1 1 1000 354.610000 94.696985 595.000000
8 23 8 1 10000 352.820750 98.950887 5127.000000
8 23 8 1 100000 336.043420 93.913183 5503.000000
8 23 8 1 1000 352.095000 94.029033 693.000000
7 56 14 1 10000 346.177400 100.623229 4872.000000
7 56 14 1 100000 345.952750 96.364667 6413.000000
7 56 14 1 1000 347.880500 95.506959 669.000000
8 9 1 1 10000 351.644050 99.614100 5384.000000
8 9 1 1 100000 351.521525 93.752449 5409.000000
8 9 1 1 1000 353.622500 94.048355 671.000000
8 23 8 1 10000 336.608500 93.385263 1441.000000
8 23 8 1 100000 339.091595 93.700025 662.000000
8 23 8 1 1000 353.134000 93.848943 578.000000
7 56 14 1 10000 346.072900 95.436784 610.000000
7 56 14 1 100000 346.118460 95.177900 5492.000000
7 56 14 1 1000 346.514500 94.372977 669.000000
