8 9 1 1 10000 111.118650 0.000000 0.000000
8 9 1 1 100000 111.089020 0.000000 0.000000
8 9 1 1 1000 112.143500 0.000000 0.000000
8 23 8 1 10000 137.384050 0.000000 0.000000
8 23 8 1 100000 137.037655 0.000000 0.000000
8 23 8 1 1000 137.759000 0.000000 0.000000
7 56 14 1 10000 155.356300 0.000000 0.000000
7 56 14 1 100000 155.045465 0.000000 0.000000
7 56 14 1 1000 155.491000 0.000000 0.000000
8 9 1 1 10000 111.545600 0.000000 0.000000
8 9 1 1 100000 111.089865 0.000000 0.000000
8 9 1 1 1000 112.025500 0.000000 0.000000
8 23 8 1 10000 137.364000 0.000000 0.000000
8 23 8 1 100000 137.044275 0.000000 0.000000
8 23 8 1 1000 137.405500 0.000000 0.000000
7 56 14 1 10000 155.373200 0.000000 0.000000
7 56 14 1 100000 155.043510 0.000000 0.000000
7 56 14 1 1000 155.552000 0.000000 0.000000
8 9 1 1 10000 111.524950 0.000000 0.000000
8 9 1 1 100000 111.090280 0.000000 0.000000
8 9 1 1 1000 112.103500 0.000000 0.000000
8 23 8 1 10000 137.395550 0.000000 0.000000
8 23 8 1 100000 137.038525 0.000000 0.000000
8 23 8 1 1000 137.504500 0.000000 0.000000
7 56 14 1 10000 155.393950 0.000000 0.000000
7 56 14 1 100000 155.041445 0.000000 0.000000
7 56 14 1 1000 155.645500 0.000000 0.000000
8 9 1 1 10000 111.653200 0.000000 0.000000
8 9 1 1 100000 111.094960 0.000000 0.000000
8 9 1 1 1000 112.262000 0.000000 0.000000
8 23 8 1 10000 137.393800 0.000000 0.000000
8 23 8 1 100000 137.037895 0.000000 0.000000
8 23 8 1 1000 137.603500 0.000000 0.000000
7 56 14 1 10000 155.374950 0.000000 0.000000
7 56 14 1 100000 155.041275 0.000000 0.000000
7 56 14 1 1000 155.491500 0.000000 0.000000
8 9 1 1 10000 111.569850 0.000000 0.000000
8 9 1 1 100000 111.097680 0.000000 0.000000
8 9 1 1 1000 112.028000 0.000000 0.000000
8 23 8 1 10000 137.354800 0.000000 0.000000
8 23 8 1 100000 137.035540 0.000000 0.000000
8 23 8 1 1000 137.736000 0.000000 0.000000
7 56 14 1 10000 155.389200 0.000000 0.000000
7 56 14 1 100000 155.040095 0.000000 0.000000
7 56 14 1 1000 155.647000 0.000000 0.000000
8 9 1 1 10000 111.570250 0.000000 0.000000
8 9 1 1 100000 111.076710 0.000000 0.000000
8 9 1 1 1000 112.220000 0.000000 0.000000
8 23 8 1 10000 137.334750 0.000000 0.000000
8 23 8 1 100000 137.039765 0.000000 0.000000
8 23 8 1 1000 137.801000 0.000000 0.000000
7 56 14 1 10000 155.378150 0.000000 0.000000
7 56 14 1 100000 155.039605 0.000000 0.000000
7 56 14 1 1000 155.473000 0.000000 0.000000
8 9 1 1 10000 111.531800 0.000000 0.000000
8 9 1 1 100000 111.090350 0.000000 0.000000
8 9 1 1 1000 112.135000 0.000000 0.000000
8 23 8 1 10000 137.356700 0.000000 0.000000
8 23 8 1 100000 137.040720 0.000000 0.000000
8 23 8 1 1000 137.521500 0.000000 0.000000
7 56 14 1 10000 155.365650 0.000000 0.000000
7 56 14 1 100000 155.041420 0.000000 0.000000
7 56 14 1 1000 155.581000 0.000000 0.000000
8 9 1 1 10000 111.580250 0.000000 0.000000
8 9 1 1 100000 111.094005 0.000000 0.000000
8 9 1 1 1000 112.337000 0.000000 0.000000
8 23 8 1 10000 137.066600 0.000000 0.000000
8 23 8 1 100000 137.039385 0.000000 0.000000
8 23 8 1 1000 137.448000 0.000000 0.000000
7 56 14 1 10000 155.350000 0.000000 0.000000
7 56 14 1 100000 155.039295 0.000000 0.000000
7 56 14 1 1000 155.760500 0.000000 0.000000
8 9 1 1 10000 111.528600 0.000000 0.000000
8 9 1 1 100000 111.095400 0.000000 0.000000
8 9 1 1 1000 111.991000 0.000000 0.000000
8 23 8 1 10000 137.338850 0.000000 0.000000
8 23 8 1 100000 137.038070 0.000000 0.000000
8 23 8 1 1000 137.491000 0.000000 0.000000
7 56 14 1 10000 155.383250 0.000000 0.000000
7 56 14 1 100000 155.041235 0.000000 0.000000
7 56 14 1 1000 155.581000 0.000000 0.000000
8 9 1 1 10000 111.620000 0.000000 0.000000
8 9 1 1 100000 111.095875 0.000000 0.000000
8 9 1 1 1000 112.077000 0.000000 0.000000
8 23 8 1 10000 137.076000 0.000000 0.000000
8 23 8 1 100000 137.034940 0.000000 0.000000
8 23 8 1 1000 137.739000 0.000000 0.000000
7 56 14 1 10000 155.374400 0.000000 0.000000
7 56 14 1 100000 155.040770 0.000000 0.000000
7 56 14 1 1000 155.555500 0.000000 0.000000
