8 9 1 1 10000 257.815900 0.000000 0.000000
8 9 1 1 100000 257.534355 0.000000 0.000000
8 9 1 1 1000 260.518000 0.000000 0.000000
8 23 8 1 10000 275.327650 0.000000 0.000000
8 23 8 1 100000 275.041550 0.000000 0.000000
8 23 8 1 1000 275.246500 0.000000 0.000000
7 56 14 1 10000 329.337750 0.000000 0.000000
7 56 14 1 100000 329.042280 0.000000 0.000000
7 56 14 1 1000 332.249500 0.000000 0.000000
8 9 1 1 10000 257.794150 0.000000 0.000000
8 9 1 1 100000 257.535230 0.000000 0.000000
8 9 1 1 1000 257.994500 0.000000 0.000000
8 23 8 1 10000 275.320400 0.000000 0.000000
8 23 8 1 100000 275.041195 0.000000 0.000000
8 23 8 1 1000 275.402500 0.000000 0.000000
7 56 14 1 10000 329.363400 0.000000 0.000000
7 56 14 1 100000 329.041640 0.000000 0.000000
7 56 14 1 1000 329.479500 0.000000 0.000000
8 9 1 1 10000 257.802400 0.000000 0.000000
8 9 1 1 100000 257.534800 0.000000 0.000000
8 9 1 1 1000 257.915500 0.000000 0.000000
8 23 8 1 10000 275.309750 0.000000 0.000000
8 23 8 1 100000 275.039550 0.000000 0.000000
8 23 8 1 1000 275.551500 0.000000 0.000000
7 56 14 1 10000 329.314100 0.000000 0.000000
7 56 14 1 100000 329.042160 0.000000 0.000000
7 56 14 1 1000 329.598000 0.000000 0.000000
8 9 1 1 10000 257.800450 0.000000 0.000000
8 9 1 1 100000 257.533260 0.000000 0.000000
8 9 1 1 1000 257.886500 0.000000 0.000000
8 23 8 1 10000 275.327150 0.000000 0.000000
8 23 8 1 100000 275.037730 0.000000 0.000000
8 23 8 1 1000 275.379000 0.000000 0.000000
7 56 14 1 10000 329.314100 0.000000 0.000000
7 56 14 1 100000 329.042850 0.000000 0.000000
7 56 14 1 1000 329.333500 0.000000 0.000000
8 9 1 1 10000 257.789550 0.000000 0.000000
8 9 1 1 100000 257.537635 0.000000 0.000000
8 9 1 1 1000 258.017500 0.000000 0.000000
8 23 8 1 10000 275.316950 0.000000 0.000000
8 23 8 1 100000 275.036390 0.000000 0.000000
8 23 8 1 1000 275.653500 0.000000 0.000000
7 56 14 1 10000 329.331550 0.000000 0.000000
7 56 14 1 100000 329.039085 0.000000 0.000000
7 56 14 1 1000 329.348000 0.000000 0.000000
8 9 1 1 10000 257.785700 0.000000 0.000000
8 9 1 1 100000 257.534065 0.000000 0.000000
8 9 1 1 1000 257.981500 0.000000 0.000000
8 23 8 1 10000 275.318050 0.000000 0.000000
8 23 8 1 100000 275.044945 0.000000 0.000000
8 23 8 1 1000 275.511500 0.000000 0.000000
7 56 14 1 10000 329.324650 0.000000 0.000000
7 56 14 1 100000 329.042275 0.000000 0.000000
7 56 14 1 1000 329.422000 0.000000 0.000000
8 9 1 1 10000 257.809550 0.000000 0.000000
8 9 1 1 100000 257.535490 0.000000 0.000000
8 9 1 1 1000 258.021000 0.000000 0.000000
8 23 8 1 10000 275.343850 0.000000 0.000000
8 23 8 1 100000 275.034950 0.000000 0.000000
8 23 8 1 1000 275.329500 0.000000 0.000000
7 56 14 1 10000 329.374300 0.000000 0.000000
7 56 14 1 100000 329.041050 0.000000 0.000000
7 56 14 1 1000 329.469000 0.000000 0.000000
8 9 1 1 10000 257.823500 0.000000 0.000000
8 9 1 1 100000 257.537270 0.000000 0.000000
8 9 1 1 1000 257.803500 0.000000 0.000000
8 23 8 1 10000 275.313000 0.000000 0.000000
8 23 8 1 100000 275.038305 0.000000 0.000000
8 23 8 1 1000 275.357000 0.000000 0.000000
7 56 14 1 10000 329.365500 0.000000 0.000000
7 56 14 1 100000 329.041490 0.000000 0.000000
7 56 14 1 1000 329.547000 0.000000 0.000000
8 9 1 1 10000 257.794900 0.000000 0.000000
8 9 1 1 100000 257.536690 0.000000 0.000000
8 9 1 1 1000 257.842000 0.000000 0.000000
8 23 8 1 10000 275.352050 0.000000 0.000000
8 23 8 1 100000 275.039100 0.000000 0.000000
8 23 8 1 1000 275.237500 0.000000 0.000000
7 56 14 1 10000 329.306550 0.000000 0.000000
7 56 14 1 100000 329.037390 0.000000 0.000000
7 56 14 1 1000 329.479500 0.000000 0.000000
8 9 1 1 10000 257.798650 0.000000 0.000000
8 9 1 1 100000 257.534265 0.000000 0.000000
8 9 1 1 1000 258.024000 0.000000 0.000000
8 23 8 1 10000 275.336200 0.000000 0.000000
8 23 8 1 100000 275.035950 0.000000 0.000000
8 23 8 1 1000 275.575000 0.000000 0.000000
7 56 14 1 10000 329.310100 0.000000 0.000000
7 56 14 1 100000 329.038505 0.000000 0.000000
7 56 14 1 1000 329.341500 0.000000 0.000000
